Time (HH:MM:SS) - Plot 0	RFU - Plot 0	Time (HH:MM:SS) - Plot 1	RFU - Plot 1	Time (HH:MM:SS) - Plot 2	RFU - Plot 2
659.44	2	659.44	6	659.44	1
660.44	2	660.44	6	660.44	1
661.441	1	661.441	6	661.441	2
662.442	1	662.442	6	662.442	2
663.442	0	663.442	5	663.442	2
664.443	0	664.443	4	664.443	1
665.444	0	665.444	3	665.444	1
666.444	0	666.444	3	666.444	1
667.445	0	667.445	3	667.445	2
668.446	1	668.446	3	668.446	3
669.446	1	669.446	2	669.446	3
670.447	1	670.447	1	670.447	2
671.448	0	671.448	2	671.448	2
672.448	0	672.448	3	672.448	2
673.449	0	673.449	4	673.449	2
674.45	0	674.45	4	674.45	2
675.45	1	675.45	4	675.45	1
676.451	1	676.451	2	676.451	1
677.452	2	677.452	1	677.452	1
678.452	2	678.452	1	678.452	1
679.453	2	679.453	1	679.453	1
680.454	2	680.454	1	680.454	1
681.454	1	681.454	1	681.454	1
682.455	1	682.455	3	682.455	1
683.456	1	683.456	4	683.456	0
684.456	2	684.456	5	684.456	0
685.457	2	685.457	6	685.457	0
686.458	2	686.458	5	686.458	0
687.458	2	687.458	5	687.458	0
688.459	2	688.459	4	688.459	1
689.46	2	689.46	4	689.46	2
690.46	2	690.46	4	690.46	3
691.461	2	691.461	4	691.461	3
692.462	1	692.462	4	692.462	2
693.462	1	693.462	3	693.462	2
694.463	2	694.463	3	694.463	2
695.464	2	695.464	3	695.464	2
696.464	2	696.464	4	696.464	1
697.465	2	697.465	3	697.465	1
698.466	2	698.466	1	698.466	1
699.466	1	699.466	1	699.466	1
700.467	1	700.467	3	700.467	1
701.468	1	701.468	4	701.468	1
702.468	1	702.468	4	702.468	1
703.469	2	703.469	3	703.469	2
704.47	2	704.47	3	704.47	3
705.47	2	705.47	3	705.47	3
706.471	2	706.471	4	706.471	3
707.472	2	707.472	5	707.472	2
708.472	1	708.472	5	708.472	2
709.473	1	709.473	4	709.473	2
710.474	1	710.474	3	710.474	2
711.474	1	711.474	4	711.474	2
712.475	1	712.475	5	712.475	2
